metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.13535588408084331,0.24,1,,0.6749263711465147,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_01,1,0.9,high,en,0.051899160321315516,0.09999999999999999,1,,0.75,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_01,1,0.9,high,zh,0.051899160321315516,0.09999999999999999,1,,0.75,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_02,2,0.3,low,en,0.49342260576014463,0.7,1,,0.37582301400141443,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_02,2,0.3,low,zh,0.5011292378824853,0.7,1,,0.020207175225248872,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_03,3,0.36,medium,en,0.34246479887620057,0.52,1,,0.5501709839436293,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_03,3,0.36,medium,zh,0.7273755150363622,0.83,0,,0.07270851361034654,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_04,4,0.24,low,en,0.5972091657280025,0.79,0,,0.4015473945594958,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_04,4,0.24,low,zh,0.5148318263145475,0.72,1,,0.4863981746034856,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_05,5,0.64,medium,en,0.5373129170466001,0.79,0,,0.7133297848554423,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_05,5,0.64,medium,zh,0.2720766892518046,0.5499999999999999,0,,0.8393167417492743,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_06,6,0.44,medium,en,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_06,6,0.44,medium,zh,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_07,7,0.28,low,en,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_07,7,0.28,low,zh,0.4822099769943569,0.6799999999999999,1,,0.41367015199601537,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_08,8,0.33,low,en,0.3877394862183938,0.59,1,,0.4642526221583814,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.4434977085505522,0.64,1,,0.2853565774752363,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.32848824125827697,0.49000000000000005,1,,0.3800784602333611,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.6048105745339103,0.75,0,,0.37403480980562215,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_10,10,0.92,high,en,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_10,10,0.92,high,zh,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.2653737423509377,0.44,1,,0.4952605565436486,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.33970708999991356,0.62,0,,0.6669390768134198,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_12,12,0.3,low,en,0.49342260576014474,0.7,1,,0.3556953258743536,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.36471466195020785,0.5800000000000001,1,,0.4942801534079393,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_13,13,0.83,high,en,0.09070410686643712,0.17,1,,0.7745966692414834,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.05922881716100516,0.15000000000000002,1,,0.9486832980505139,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_14,14,0.74,high,en,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_14,14,0.74,high,zh,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_03,3,0.36,medium,en,0.9289911704818996,0.98,0,,-0.03200484803483466,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_03,3,0.36,medium,zh,0.8474148790722331,0.91,0,,0.14992096095312893,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_04,4,0.24,low,en,0.5605218825340386,0.76,1,,0.4633239167994182,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_04,4,0.24,low,zh,0.5605218825340386,0.76,1,,0.4633239167994182,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_09,9,0.48,medium,en,0.5591937795695842,0.6799999999999999,0,,0.5050573342281306,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_09,9,0.48,medium,zh,0.44899694472730384,0.5,0,,0.5090400959113077,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.2653737423509377,0.44,1,,0.4952605565436486,10,10,1.0,,
human_alignment,openai,qwen3.5-plus,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.2549070950666257,0.5,0,,0.6669390768134198,10,10,1.0,,
