metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_09,9,0.48,medium,en,0.3273236044950171,0.52,1,,0.42386058400941934,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_09,9,0.48,medium,zh,0.3273236044950171,0.52,1,,0.42386058400941934,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.2653737423509377,0.44,1,,0.4952605565436486,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.14500882946834592,0.23999999999999996,1,,0.6749263711465147,10,10,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_01,1,0.9,high,en,0.051899160321315516,0.09999999999999999,1,,0.75,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_01,1,0.9,high,zh,0.051899160321315516,0.09999999999999999,1,,0.75,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_02,2,0.3,low,en,0.4528238661220899,0.6799999999999999,1,,0.5099065680082269,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_02,2,0.3,low,zh,0.4834669754469125,0.69,1,,0.16273613872602985,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_03,3,0.36,medium,en,0.909574176729703,0.96,0,,-0.24997222685099468,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_03,3,0.36,medium,zh,0.6798097941769405,0.83,0,,0.2547046767130123,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_04,4,0.24,low,en,0.5605218825340386,0.76,1,,0.4633239167994182,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_04,4,0.24,low,zh,0.5605218825340386,0.76,1,,0.4633239167994182,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_05,5,0.64,medium,en,0.6161734451342202,0.83,0,,0.7133297848554423,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_05,5,0.64,medium,zh,0.3685261105900405,0.65,0,,0.7133297848554423,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_06,6,0.44,medium,en,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_06,6,0.44,medium,zh,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_07,7,0.28,low,en,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_07,7,0.28,low,zh,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_08,8,0.33,low,en,0.4569017265016624,0.66,1,,0.17609582219800676,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.4082062049652151,0.62,1,,0.31106437724778013,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.4228774311229312,0.5,1,,0.5123243462314131,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.5458315967416381,0.67,0,,0.37403480980562215,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_10,10,0.92,high,en,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_10,10,0.92,high,zh,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.16107696843389682,0.33999999999999997,1,,0.6749263711465147,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.3576238512793444,0.64,0,,0.6669390768134198,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_12,12,0.3,low,en,0.4488967443963634,0.6799999999999999,1,,0.4942801534079393,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.49342260576014474,0.7,1,,0.3556953258743536,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_13,13,0.83,high,en,0.09070410686643712,0.17,1,,0.7745966692414834,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.09070410686643712,0.17,1,,0.7745966692414834,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_14,14,0.74,high,en,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_14,14,0.74,high,zh,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_09,9,0.48,medium,en,0.4988930294127634,0.58,0,,0.5050573342281306,10,10,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_09,9,0.48,medium,zh,0.4988930294127634,0.58,0,,0.5050573342281306,10,10,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.16107696843389682,0.33999999999999997,1,,0.6749263711465147,10,10,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.42128458393073465,0.7000000000000001,0,,0.6669390768134198,10,10,1.0,,
